"","X","household_key","BASKET_ID","DAY","PRODUCT_ID","QUANTITY","BASE_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","NET_SPEND_AMT","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC","PRICE_PER_PRODUCT"
"3555",3555,809,34664681837,2,823862,1,2.8,0,0,2.8,NA,NA,NA,NA,NA,NA,NA,"DELI","CHICKEN/POULTRY","CHIX: ROTISSERIE (HOT)",2.8
"3570",3570,878,34664685546,2,847270,1,0.59,0,0,0.59,"25-34","U","35-49K","Unknown","1 Adult Kids","3","2","PRODUCE","CITRUS","LEMONS",0.59
"3586",3586,894,34664685588,2,895163,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","CHIPS&SNACKS","TORTILLA CHIPS",3.99
"3609",3609,952,34664688057,2,843464,1,4.29,-0.5,0,3.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","NON-IWS SINGLE CHEESE",4.29
"3638",3638,920,34664697747,2,831407,1,9.24,0,0,9.24,"45-54","A","35-49K","Homeowner","2 Adults Kids","5+","3+","MEAT","BEEF","CORNED BEEF",9.24
"3655",3655,701,34664725778,2,829852,1,3.38,-0.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE",3.38
"3677",3677,955,34664732220,2,1033615,1,1,0,0,1,"19-24","U","Under 15K","Unknown","Single Female","1","None/Unknown","GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU",1
"3697",3697,553,34664745706,2,862145,7,3.5,-0.7,0,2.8,"45-54","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","DOG FOODS","CAN DOGFD GOURMET/SUPER PREM (",0.5
"3703",3703,550,34664746476,2,830203,1,8.49,0,0,8.49,NA,NA,NA,NA,NA,NA,NA,"DELI","CHICKEN/POULTRY","CHIX:FRD 8PC/CUT UP (HOT)",8.49
"3747",3747,940,34664751813,2,821565,1,2.98,-0.49,0,2.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","PIZZA/PREMIUM",2.98
"3826",3826,891,34664762139,2,825541,1,1.58,0,0,1.58,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES SALAD","VARIETY LETTUCE",1.58
"3903",3903,457,34664777657,2,942525,1,4.78,-1.39,0,3.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","TRAY PACK/CHOC CHIP COOKIES",4.78
"3907",3907,336,34664778532,2,825749,3,10.32,-2.07,0,8.25,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","STIR FRY/STRIPS/FAJITAS",3.44
"3957",3957,52,34664788324,2,819890,1,0.69,0,0,0.69,"45-54","B","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","DRY MIX DESSERTS","GELATIN",0.69
"4039",4039,398,34664789004,2,9655679,1,7.99,0,0,7.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",7.99
"4040",4040,757,34664791492,2,929433,1,2.18,-0.59,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",2.18
"4054",4054,195,34664792213,2,821344,1,2.3,-0.65,0,1.65,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","FRUIT SNACKS",2.3
"4101",4101,418,34664793332,2,826597,1,2.99,0,0,2.99,"35-44","U","35-49K","Unknown","2 Adults Kids","3","1","MEAT-PCKGD","HEAT/SERVE","ENTREES",2.99
"4140",4140,786,34664795303,2,826597,1,2.99,0,0,2.99,"19-24","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","HEAT/SERVE","ENTREES",2.99
"4155",4155,560,34664802227,2,929433,1,2.18,-0.59,0,1.59,"19-24","U","35-49K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",2.18
"4159",4159,356,34664803269,2,856716,1,2.39,-0.5,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","POTATO CHIPS",2.39
"4166",4166,801,34664809005,2,7168056,1,6.19,-0.6,0,5.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM",6.19
"4171",4171,928,34664813574,2,824305,2,7.76,-1.38,0,6.38,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","PREMIUM BREAD",3.88
"4185",4185,249,34664815336,2,819840,1,0.21,0,0,0.21,"35-44","A","Under 15K","Renter","Unknown","3","1","PRODUCE","PEPPERS-ALL","PEPPERS JALAPENO",0.21
"4188",4188,913,34664831848,2,862349,1,2.78,-0.89,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.78
"4198",4198,164,34664846224,2,840361,1,0.97,-0.09,0,0.88,"45-54","U","35-49K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","EGGS","EGGS - LARGE",0.97
"4247",4247,334,34664875623,2,847982,1,1.99,0,0,1.99,"45-54","A","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","SALAD MIX","REGULAR GARDEN",1.99
"4261",4261,46,34664884549,2,834117,1,3.99,0,0,3.99,"45-54","A","150-174K","Homeowner","2 Adults Kids","5+","3+","GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE",3.99
"4277",4277,132,34664886187,2,1013999,2,5.96,-1.98,0,3.98,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","FROZEN MEAT","FRZN BREADED PREPARED CHICK",2.98
"4278",4278,319,34664887090,2,908368,1,2.19,0,0,2.19,"45-54","U","35-49K","Homeowner","1 Adult Kids","4","3+","GROCERY","COLD CEREAL","ADULT CEREAL",2.19
"4285",4285,673,34664890475,2,907014,2,0.7,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX",0.35
"4290",4290,291,34664892112,2,897954,1,7.37,-1.23,0,6.14,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN BREAST BONELESS",7.37
"4339",4339,211,34664896936,2,907466,1,0.99,0,0,0.99,"65+","A","35-49K","Homeowner","Single Female","2","None/Unknown","GROCERY","WAREHOUSE SNACKS","CARAMEL COATED SNACKS",0.99
"4384",4384,258,34664902337,2,844023,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL",1
"4409",4409,278,34664907061,2,895680,1,5.39,0,0,5.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","PIZZA/TRADITIONAL",5.39
"4410",4410,914,34664916945,2,1040963,1,3.29,0,0,3.29,"45-54","B","15-24K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CANNED JUICES","CRANAPPLE CRAN GRAPE JUICE (5",3.29
"4415",4415,141,34664916996,2,947875,1,3.58,-0.29,0,3.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN MEAT ALTERNATIVES",3.58
"4418",4418,714,34664917801,2,936723,1,1.69,0,0,1.69,"55-64","U","15-24K","Unknown","2 Adults Kids","3","1","GROCERY","DRY NOODLES/PASTA","NOODLES DRY",1.69
"4431",4431,684,34664925295,2,7409944,1,3.79,0,0,3.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN BREAKFAST FOODS","FRZN BREAKFAST ENTREES/SANDWIC",3.79
"4432",4432,823,34664926622,2,833025,1,1.26,-0.13,0,1.13,"35-44","A","50-74K","Homeowner","2 Adults Kids","3","1","GROCERY","MILK BY-PRODUCTS","SOUR CREAMS",1.26
"4452",4452,366,34664938158,2,825751,1,1.44,-0.22,0,1.22,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","POURABLE SALAD DRESSINGS",1.44
"4463",4463,383,34664947205,2,849809,1,1.79,0,0,1.79,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","PASTRY","ROLLS","ROLLS: SANDWICH",1.79
"4491",4491,911,34664957296,2,834484,1,0.5,0,0,0.5,"25-34","A","125-149K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","ONIONS","ONIONS OTHER",0.5
"4512",4512,361,34664961818,2,825208,1,1.39,0,0,1.39,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","ENGLISH MUFFINS/WAFFLES",1.39
"4564",4564,836,34664962740,2,821083,2,2.98,0,0,2.98,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - JUMBO",1.49
"4597",4597,250,34664981736,2,844165,2,4.36,-1.18,0,3.18,"45-54","A","75-99K","Homeowner","1 Adult Kids","4","2","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"4628",4628,421,34664991505,2,826816,1,2.78,-0.39,0,2.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN BREAKFAST FOODS","WAFFLES/PANCAKES/FRENCH TOAST",2.78
"4647",4647,711,34664992965,2,1068719,1,2.29,0,0,2.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SUGARS/SWEETNERS","SUGAR",2.29
"4648",4648,276,34665000939,2,1053924,1,4.39,0,0,4.39,"35-44","U","35-49K","Unknown","Single Male","1","None/Unknown","PRODUCE","MUSHROOMS","MUSHROOMS W/WHOLE PKG",4.39
"4650",4650,889,34665002458,2,825494,1,1.58,-0.29,0,1.29,"25-34","A","50-74K","Homeowner","2 Adults Kids","4","2","GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN",1.58
"4662",4662,849,34665005355,2,843756,2,3.98,0,0,3.98,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","CREAM CHEESE",1.99
"4678",4678,227,34665011229,2,840732,1,6.38,-2.19,0,4.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",6.38
"4693",4693,919,34665017634,2,874255,1,3.99,-1.5,0,2.49,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","BOLOGNA",3.99
"4700",4700,57,34665024446,2,854852,1,1.54,-0.52,0,1.02,"45-54","B","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE",1.54
"4702",4702,215,34665025149,2,821556,1,2.53,-0.64,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE",2.53
"4728",4728,873,34665033131,2,826860,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG",1.29
"4746",4746,222,34665041928,2,822785,1,1.29,0,0,1.29,"35-44","A","35-49K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG",1.29
"4777",4777,44,34665043395,2,836445,1,12.99,-2,0,10.99,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","WINGS (IQF)",12.99
"4792",4792,647,34665057138,2,951590,1,1.99,0,0,1.99,"35-44","A","50-74K","Renter","2 Adults Kids","4","2","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",1.99
"4801",4801,407,34665058491,2,1097001,3,13.94,-1.97,0,11.97,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK MLT-PK BTL CARB (EXCP",4.64666666666667
"4837",4837,699,34665605284,2,1322630,2,2.58,0,0,2.58,"45-54","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOUP","CONDENSED SOUP",1.29
"4839",4839,65,34748870151,3,828857,2,2.16,-0.58,0,1.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",1.08
"4849",4849,288,34748871186,3,822944,1,2.79,-0.4,0,2.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","SEMI-SOLID SALAD DRESSING MAY",2.79
"4927",4927,287,34748880491,3,1033615,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU",1
"4933",4933,665,34748881384,3,850102,1,7.99,0,0,7.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB",7.99
"5007",5007,53,34748911139,3,988116,2,5.16,-0.58,0,4.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CAT LITTER","CONVENTIONAL LITTER",2.58
"5009",5009,748,34748917514,3,956666,1,7.99,0,0,7.99,"45-54","B","Under 15K","Homeowner","2 Adults Kids","3","1","GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB",7.99
"5013",5013,574,34748918219,3,868319,1,1.58,-0.29,0,1.29,"35-44","A","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","WAREHOUSE SNACKS","CANISTER POTATO/TORT CHIPS",1.58
"5032",5032,99,34748927893,3,1029743,1,2.96,-0.27,0,2.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.96
"5034",5034,986,34748927933,4,1015134,3,12.3,-2.4,0,9.9,"25-34","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","FROZEN PIZZA","PIZZA/TRADITIONAL",4.1
"5070",5070,34,34748966315,3,916381,1,2.3,-0.71,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"5073",5073,140,34748966545,3,857981,1,2.99,0,0,2.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS",2.99
"5091",5091,267,34748970618,3,908213,6,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","VIENNA SAUSAGE",0.5
"5132",5132,1000,34748999535,3,827806,1,1.99,-0.16,0,1.83,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RTS SOUP: CHUNKY/HOMESTYLE ET",1.99
"5148",5148,6,34748999550,3,878715,1,15.99,0,0,15.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",15.99
"5151",5151,856,34748999585,3,923746,1,1.49,0,0,1.49,"55-64","B","35-49K","Homeowner","Single Female","1","None/Unknown","GROCERY","EGGS","EGGS - LARGE",1.49
"5178",5178,503,34749010446,3,1073150,2,3.18,-0.6,0,2.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.59
"5180",5180,182,34749020449,3,824555,4,0.8,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES",0.2
"5202",5202,292,34749021568,3,1131321,1,2.19,0,0,2.19,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: TURKEY BULK",2.19
"5205",5205,831,34749025773,3,825006,1,2.99,0,0,2.99,"45-54","B","50-74K","Homeowner","1 Adult Kids","3","2","PRODUCE","APPLES","APPLES RED DELICIOUS (BULK&BAG",2.99
"5252",5252,606,34749042388,3,845208,1,1.99,0,0,1.99,"45-54","U","35-49K","Probable Renter","Unknown","1","None/Unknown","PRODUCE","ONIONS","ONIONS YELLOW (BULK&BAG)",1.99
"5265",5265,268,34749051889,2,844179,2,11.1,-3.01,0,8.09,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","PRIMAL",5.55
"5281",5281,546,34749052846,2,890610,3,10.74,-3.87,0,6.87,"45-54","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","PASTRY","BREAKFAST SWEETS","SW GDS: SW ROLLS/DAN",3.58
"5287",5287,208,34749055907,3,870372,2,3.36,-0.18,0,3.18,"45-54","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CANNED JUICES","TOMATO JUICE (OVER 50% JCE)",1.68
"5333",5333,156,34749078757,3,828805,1,0.79,-0.2,0,0.59,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","WATER","SPRING WATER",0.79
"5336",5336,79,34749096273,3,944167,1,1.19,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","FITNESS&DIET","FITNESS&DIET - BARS",1.19
"5339",5339,217,34749100275,3,821562,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DRY BN/VEG/POTATO/RICE","NOODLE SIDE DISH MIXES",1
"5383",5383,301,34749111652,3,865196,3,4.47,0,0,4.47,"35-44","A","35-49K","Homeowner","2 Adults Kids","4","2","GROCERY","SOUP","CONDENSED SOUP",1.49
"5387",5387,223,34749116560,3,6904775,2,4.98,0,0,4.98,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","GREENS",2.49
"5413",5413,14,34749137987,3,818981,1,5.38,-1.69,0,3.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","ALL FAMILY CEREAL",5.38
"5468",5468,760,34749145674,3,12262830,1,14.69,0,0,14.69,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF",14.69
"5470",5470,456,34749146780,3,875677,1,5.48,-1.49,0,3.99,"19-24","B","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","ICE CREAM/MILK/SHERBTS","TRADITIONAL",5.48
"5480",5480,492,34749160841,3,821556,2,5.06,-1.28,0,3.78,"45-54","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CHEESE","SHREDDED CHEESE",2.53
"5549",5549,825,34749174011,3,843756,2,2.9,0,0,2.9,"45-54","A","175-199K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CHEESE","CREAM CHEESE",1.45
"5599",5599,932,34749185399,3,7167218,1,0.3,0,0,0.3,"19-24","U","15-24K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","BAG SNACKS","SGL SV/VEND MACH SNACKS CHIP/P",0.3
"5620",5620,443,34749190723,3,862349,1,2.08,-0.29,0,1.79,"45-54","A","25-34K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.08
"5687",5687,789,34749205074,3,922561,1,4.5,-0.56,0,3.94,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK",4.5
"5688",5688,582,34749206070,3,953377,1,0.69,0,0,0.69,"45-54","A","125-149K","Homeowner","Unknown","3","1","GROCERY","DRY BN/VEG/POTATO/RICE","DRY BEANS/PEAS/BARLEY: BAG & B",0.69
"5696",5696,56,34749206293,3,826571,1,3.48,-0.49,0,2.99,"55-64","A","100-124K","Homeowner","2 Adults Kids","4","2","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","GRANOLA BARS",3.48
"5710",5710,88,34749212286,3,825006,1,2.99,0,0,2.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","APPLES","APPLES RED DELICIOUS (BULK&BAG",2.99
"5804",5804,452,34749212670,3,844165,1,2.3,-0.71,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"5842",5842,78,34749215842,3,849843,1,1.59,-0.3,0,1.29,"55-64","U","25-34K","Unknown","Single Male","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR",1.59
"5847",5847,395,34749216941,3,833723,1,0.3,0,0,0.3,"35-44","U","25-34K","Unknown","Single Male","1","None/Unknown","GROCERY","BAG SNACKS","SGL SV/VEND MACH SNACKS CHIP/P",0.3
"5865",5865,563,34749226634,3,821695,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"PASTRY","ROLLS","ROLLS: SANDWICH",1
"5910",5910,562,34749231627,3,845208,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","ONIONS","ONIONS YELLOW (BULK&BAG)",1.99
"5931",5931,377,34749262763,3,866871,1,2.67,-0.72,0,1.95,"45-54","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","GRAPES","GRAPES BLACK/BLUE",2.67
"5944",5944,386,34749263757,3,854900,1,4.38,-0.69,0,3.69,"35-44","B","25-34K","Probable Owner","Single Female","1","None/Unknown","GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS",4.38
"5986",5986,123,34749266474,3,916122,1,12,-4.43,0,7.57,"45-54","B","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","CHICKEN","CHICKEN BREAST BONELESS",12
"5990",5990,703,34749287994,3,823704,1,3.76,0,0,3.76,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK",3.76
"6033",6033,230,34749293495,3,934697,1,2.33,-0.33,0,2,"25-34","U","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","SOFT DRINKS","TEA CAN WITH SWEETENER/SUGAR",2.33
"6036",6036,154,34749305209,3,916847,1,3.95,-0.36,0,3.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SPICES & EXTRACTS","SPICES & SEASONINGS",3.95
"6049",6049,697,34749312152,3,824005,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","MUSHROOMS","MUSHROOMS WHITE SLICED PKG",1.99
"6092",6092,677,34749361973,3,818981,1,5.38,-1.69,0,3.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","ALL FAMILY CEREAL",5.38
"6107",6107,67,34749362511,3,859589,1,2.12,0,0,2.12,"45-54","A","Under 15K","Homeowner","2 Adults Kids","5+","3+","GROCERY","SALD DRSNG/SNDWCH SPRD","POURABLE SALAD DRESSINGS",2.12
"6149",6149,777,34749365933,3,1130777,1,1.49,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN ICE","ICE - CRUSHED/CUBED",1.49
"6183",6183,866,34749382516,3,821083,1,1.49,0,0,1.49,"45-54","U","15-24K","Unknown","1 Adult Kids","2","1","GROCERY","EGGS","EGGS - JUMBO",1.49
"6241",6241,715,34749402546,3,990335,1,4.54,-1.27,0,3.27,"55-64","A","15-24K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","COLD CEREAL","ALL FAMILY CEREAL",4.54
"6246",6246,621,34749406303,3,859075,2,4.62,-1.06,0,3.56,"45-54","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","CHEESE","SHREDDED CHEESE",2.31
"6382",6382,968,34749431015,3,837865,1,4.49,0,0,4.49,"35-44","B","35-49K","Renter","1 Adult Kids","2","1","MEAT-PCKGD","BACON","FLAVORED/OTHER",4.49
"6430",6430,790,34749437771,4,844839,2,3.98,0,0,3.98,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","MEAT-PCKGD","LUNCHMEAT","LUNCH COMBO",1.99
"6529",6529,75,34760565780,3,459074,1,1.19,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.19
"6533",6533,916,34760768188,3,475870,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL",0.99
"6551",6551,117,34762000340,4,840361,1,0.99,0,0,0.99,"65+","B","35-49K","Probable Owner","2 Adults No Kids","2","None/Unknown","GROCERY","EGGS","EGGS - LARGE",0.99
"6579",6579,459,34762011193,4,868972,2,7.56,-1.78,0,5.78,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",3.78
"6591",6591,637,34762022023,4,833025,2,2.52,-0.26,0,2.26,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS",1.26
"6598",6598,749,34762025430,4,1060099,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","TEA SWEETENED",0.99
"6605",6605,538,34762041099,4,822814,1,5.99,0,0,5.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DOMESTIC WINE","POPULAR 750ML WINES",5.99
"6677",6677,282,34762045749,4,983688,1,7.99,0,0,7.99,"45-54","U","35-49K","Unknown","Single Female","1","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",7.99
"6681",6681,371,34762050609,4,840361,1,1.06,0,0,1.06,"35-44","A","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","EGGS","EGGS - LARGE",1.06
"6747",6747,177,34762081765,4,982112,1,3.59,0,0,3.59,NA,NA,NA,NA,NA,NA,NA,"PASTRY","COOKIES","COOKIES: REGULAR",3.59
"6766",6766,627,34762110321,3,923746,1,1.49,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE",1.49
"6802",6802,170,34762113943,3,830887,1,1.85,0,0,1.85,"25-34","A","100-124K","Homeowner","2 Adults Kids","4","2","GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS",1.85
"6817",6817,18,34762118764,4,835278,2,15.8,-5.02,0,10.78,"45-54","A","100-124K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM",7.9
"6829",6829,172,34762143516,4,1044487,1,3.09,0,0,3.09,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","VEG JUICE (EXCEPT TOMATO) (OVE",3.09
"6867",6867,645,34762162343,4,833025,1,1.26,-0.13,0,1.13,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS",1.26
"6932",6932,189,34762190456,4,906611,1,5.34,-1.07,0,4.27,NA,NA,NA,NA,NA,NA,NA,"DELI","SALADS/DIPS","VEGETABLE SALADS - BULK",5.34
"6936",6936,149,34762191669,4,834484,1,0.56,-0.06,0,0.5,"45-54","U","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","ONIONS","ONIONS OTHER",0.56
"6990",6990,501,34762196743,4,932949,1,2.5,-0.25,0,2.25,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK",2.5
"7010",7010,588,34762197997,4,907014,1,0.36,0,0,0.36,"35-44","A","50-74K","Homeowner","2 Adults Kids","5+","3+","GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX",0.36
