"","X.1","household_key","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS","WEEK","NEXT_EGGS","X","BASKET_ID","PRODUCT_ID","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC"
"7617",7617,285,8,22.56,17.38,-5.18,0,0,28,1,2519,34642636439,889731,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR"
"7645",7645,286,12,37.17,33.3,-3.87,0,0,28,0,108995,40447590032,839040,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","HOT MUSTARD/SPECIALTY MUSTAR"
"7673",7673,287,43,93.04,86.19,-6.85,0,0,28,1,4927,34748880491,1033615,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU"
"7701",7701,288,23,52.29,49.71,-2.58,0,1,28,0,4849,34748871186,822944,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","SEMI-SOLID SALAD DRESSING MAY"
"7729",7729,289,28,108.6,102.67,-5.93,0,0,28,0,1853,34642435191,915905,"45-54","B","100-124K","Homeowner","Single Male","1","None/Unknown","GROCERY","ICE CREAM/MILK/SHERBTS","SUPER PREMIUM PINTS"
"7757",7757,290,30,46.97,40.94,-6.03,0,1,28,0,70,34641706137,857554,"25-34","U","35-49K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"7785",7785,291,0,0,0,0,0,0,28,0,4290,34664892112,897954,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN BREAST BONELESS"
"7813",7813,292,5,9,8,-1,0,0,28,0,5202,34749021568,1131321,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: TURKEY BULK"
"7841",7841,293,0,0,0,0,0,0,28,0,3179,34664501931,860776,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS"
"7869",7869,294,7,16.88,13.43,-3.45,0,0,28,0,1273,34642141005,845208,"25-34","A","50-74K","Homeowner","2 Adults Kids","4","2","PRODUCE","ONIONS","ONIONS YELLOW (BULK&BAG)"
"7897",7897,296,0,0,0,0,0,0,28,0,173485,41062765826,822346,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","FRUIT SNACKS"
"7925",7925,297,107,394.13,343.9,-50.23,0,0,28,0,41680,35670321657,1734201,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","CHILI: CANNED"
"7953",7953,299,0,0,0,0,0,0,28,0,56413,36002201979,886033,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RTS SOUP: CHUNKY/HOMESTYLE ET"
"7981",7981,300,0,0,0,0,0,0,28,0,891,34642067162,823990,"55-64","A","Under 15K","Unknown","Single Female","2","None/Unknown","MEAT","BEEF","CHOICE BEEF"
"8009",8009,301,24,75.25,69.62,-5.63,0,0,28,0,5383,34749111652,865196,"35-44","A","35-49K","Homeowner","2 Adults Kids","4","2","GROCERY","SOUP","CONDENSED SOUP"
"8037",8037,302,0,0,0,0,0,0,28,0,1465,34642213012,892531,"45-54","U","35-49K","Homeowner","2 Adults Kids","3","1","GROCERY","BAG SNACKS","TORTILLA/NACHO CHIPS"
"8065",8065,303,0,0,0,0,0,0,28,1,3059,34642841726,822225,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT MULTI-PACKS"
"8093",8093,304,0,0,0,0,0,0,28,0,10588,34837651695,837865,"25-34","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","BACON","FLAVORED/OTHER"
"8121",8121,305,9,34.76,31.04,-3.72,0,0,28,0,9927,34837406149,907631,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS"
"8149",8149,306,32,127.56,94.2,-33.36,0,1,28,0,10022,34837425818,826249,"19-24","U","35-49K","Homeowner","2 Adults Kids","4","2","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"8177",8177,307,10,32.89,31.12,-1.77,0,0,28,0,1979,34642465798,828867,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PAPER HOUSEWARES","BASIC PAPER PLATES"
"8205",8205,308,11,38.16,33.97,-4.19,0,0,28,0,8105,34811795763,995785,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","PEPPERS-ALL","PEPPERS GREEN BELL"
"8233",8233,309,0,0,0,0,0,0,28,0,43391,35701156150,831063,"25-34","A","75-99K","Homeowner","Single Male","2","None/Unknown","GROCERY","BAKED SWEET GOODS","SNACK CAKE - MULTI PACK"
"8261",8261,310,0,0,0,0,0,0,28,0,70833,40097565343,833025,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"8289",8289,311,0,0,0,0,0,0,28,0,10279,34837549025,820122,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BACON","ECONOMY"
"8317",8317,312,0,0,0,0,0,0,28,0,14946,34873486567,856166,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
"8345",8345,314,8,39.79,36.87,-2.92,0,0,28,1,15077,35000531656,820486,"45-54","U","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T"
"8373",8373,315,0,0,0,0,0,0,28,0,12869,34850980148,866227,NA,NA,NA,NA,NA,NA,NA,"PASTRY","BREAKFAST SWEETS","SW GDS:DONUTS"
"8401",8401,316,9,18.74,15.77,-2.97,0,0,28,0,12636,34850898226,824555,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES"
"8429",8429,317,0,0,0,0,0,0,28,0,23739,35218971153,819927,"45-54","A","75-99K","Homeowner","Single Male","2","None/Unknown","GROCERY","PASTA SAUCE","MAINSTREAM"
"8457",8457,318,1,6.63,4.69,-1.94,0,0,28,0,33454,35486354228,833025,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"8485",8485,319,0,0,0,0,0,0,28,0,4278,34664887090,908368,"45-54","U","35-49K","Homeowner","1 Adult Kids","4","3+","GROCERY","COLD CEREAL","ADULT CEREAL"
"8513",8513,320,0,0,0,0,0,0,28,0,9551,34837296877,821281,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","CONDIMENTS","SALSA/DIPS"
"8541",8541,321,0,0,0,0,0,0,28,0,2100,34642510888,15741667,"45-54","A","100-124K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","BATH TISSUES","CLEANSING WIPES"
"8569",8569,322,50,115.64,107.29,-8.35,0,1,28,0,34579,35574007611,828857,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"8597",8597,323,1,2.08,2.08,0,0,0,28,0,76031,40128193429,979726,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIE/DESSERTS","FROZEN FRUIT PIES  & COBBLERS"
"8625",8625,324,0,0,0,0,0,0,28,0,8061,34811795587,822993,"45-54","U","50-74K","Unknown","Single Female","1","None/Unknown","GROCERY","HISPANIC","AUTHENTIC JAPANESE FOODS"
"8653",8653,325,17,52.66,45.45,-7.21,0,0,28,0,34925,35597396973,836891,"35-44","A","75-99K","Homeowner","2 Adults Kids","4","2","GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BOXED VEGETABLES- VALUE A"
"8681",8681,326,0,0,0,0,0,0,28,0,13743,34872981703,1109206,NA,NA,NA,NA,NA,NA,NA,"PASTRY","CAKES","CAKES: ICE CREAM"
"8709",8709,327,0,0,0,0,0,0,28,0,238045,41756071054,883404,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"8737",8737,328,59,178.77,163.59,-15.18,0,1,28,0,560,34641876874,856435,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","CREAM CHEESE"
"8765",8765,329,15,30.45,28.02,-2.43,0,0,28,0,7699,34762479469,854852,"25-34","U","75-99K","Unknown","Single Female","1","None/Unknown","PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE"
"8793",8793,330,0,0,0,0,0,0,28,0,55,34641695993,821464,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","POTATOES","POTATOES SWEET&YAMS"
"8821",8821,331,0,0,0,0,0,0,28,0,2327,34642598698,844165,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"8849",8849,332,15,45.4,38.82,-6.58,0,0,28,0,7817,34762540084,832768,"35-44","A","125-149K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","GRANOLA BARS"
"8877",8877,333,0,0,0,0,0,0,28,0,72980,40107126328,857849,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MARGARINES","MARGARINE  STICK"
"8905",8905,334,40,136.29,107.64,-27.15,-1.5,0,28,1,4247,34664875623,847982,"45-54","A","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","SALAD MIX","REGULAR GARDEN"
"8933",8933,335,0,0,0,0,0,0,28,0,24222,35219170551,823990,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"8961",8961,336,0,0,0,0,0,0,28,0,3907,34664778532,825749,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","STIR FRY/STRIPS/FAJITAS"
"8989",8989,337,3,6.13,6.13,0,0,0,28,0,3175,34647863767,37220,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","BOLOGNA"
"9017",9017,338,22,72.51,61.55,-10.96,0,0,28,1,13812,34873012645,831815,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RAMEN NOODLES/RAMEN CUPS"
"9045",9045,339,0,0,0,0,0,0,28,1,68126,40073111065,847982,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","SALAD MIX","REGULAR GARDEN"
"9073",9073,340,0,0,0,0,0,0,28,0,23863,35219022933,823194,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING NEEDS","BREADINGS  COATINGS CRUMBS"
"9101",9101,341,0,0,0,0,0,0,28,0,49913,35841092134,889223,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","BLENDED JUICE&COMBINATIONS (OV"
"9129",9129,342,26,60.66,55.41,-5.25,0,1,28,0,2780,34642703112,1008626,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SPICES & EXTRACTS","SPICES & SEASONINGS"
"9157",9157,343,4,19.25,17.85,-1.4,0,1,28,0,3360,34664586667,865501,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CRACKERS/MISC BKD FD","SOUP CRACKERS (SALTINE/OYSTER)"
"9185",9185,344,0,0,0,0,0,0,28,0,58966,36029836238,827180,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DINNER MXS:DRY","STUFFING MIXES"
"9213",9213,345,38,127.69,101.78,-25.91,0,1,28,1,10819,34850190246,1046545,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","POTATOES","POTATOES RUSSET (BULK&BAG)"
"9241",9241,346,41,73,62.34,-10.66,0,1,28,0,1718,34642405449,819978,"65+","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","DELI","CHEESES","CHEESE: PROCESSED BULK"
"9269",9269,347,0,0,0,0,0,0,28,0,205755,41452907388,918875,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: SAUS DRY PPK/PRSLC"
"9297",9297,348,7,13.9,11.35,-2.55,0,0,28,0,15428,35000668172,897165,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","STONE FRUIT","PEACHES YELLOW FLESH"
"9325",9325,349,14,43.15,39.75,-3.4,0,1,28,1,11044,34850326650,824305,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","PREMIUM BREAD"
"9353",9353,350,34,96.51,89.22,-7.29,0,0,28,0,52514,35865856653,848878,"45-54","A","50-74K","Homeowner","1 Adult Kids","4","2","GROCERY","BAKED SWEET GOODS","SWEET GOODS - FULL SIZE"
"9381",9381,351,0,0,0,0,0,0,28,0,7137,34762220017,825343,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","MEAT","BEEF","CHOICE BEEF"
"9409",9409,352,0,0,0,0,0,0,28,0,274615,42065662748,69192,NA,NA,NA,NA,NA,NA,NA,"GROCERY","VEGETABLES - SHELF STABLE","PEAS GREEN"
"9437",9437,353,43,101.67,76.01,-25.66,0,0,28,0,23789,35218986376,9526344,"45-54","A","150-174K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","PAPER HOUSEWARES","PLASTIC/HEAVY PAPER PREM PLATE"
"9465",9465,354,5,18.12,16.62,-1.5,0,0,28,0,1533,34642222034,849202,"25-34","A","35-49K","Homeowner","2 Adults Kids","5+","3+","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"9493",9493,356,19,47.78,42.67,-5.11,0,0,28,0,4159,34664803269,856716,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","POTATO CHIPS"
"9521",9521,357,0,0,0,0,0,0,28,1,31621,35464185276,866211,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES WHITE"
"9549",9549,358,49,170.43,155.7,-14.73,0,0,28,1,774,34642007796,910473,"35-44","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"9577",9577,360,0,0,0,0,0,0,28,0,49126,35840745092,828048,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","HEAT/SERVE","CHICKEN-FULLY COOKED"
"9605",9605,361,49,109.38,91.54,-17.84,0,1,28,0,4512,34664961818,825208,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","ENGLISH MUFFINS/WAFFLES"
"9633",9633,362,19,44.62,42.23,-2.39,0,1,28,0,9371,34837225464,856284,"65+","U","50-74K","Unknown","Single Male","1","None/Unknown","MEAT-PCKGD","MEAT - MISC","DRUMS (IQF)"
"9661",9661,363,0,0,0,0,0,0,28,0,112270,40472675345,972931,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MARGARINES","MARGARINE: TUBS AND BOWLS"
"9689",9689,364,0,0,0,0,0,0,28,0,68390,40073227369,1004906,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","POTATOES","POTATOES RUSSET (BULK&BAG)"
"9717",9717,365,0,0,0,0,0,0,28,0,11286,34850392269,854607,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINK BOTTLE NON-CARB (EX"
"9745",9745,366,0,0,0,0,0,0,28,0,4452,34664938158,825751,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","POURABLE SALAD DRESSINGS"
"9773",9773,367,26,115.84,85.22,-28.87,-1.75,0,28,1,618,34641926162,822073,"55-64","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SPICES & EXTRACTS","CROUTONS SALAD TOPPERS BREAD"
"9801",9801,368,0,0,0,0,0,0,28,0,114930,40496856562,949132,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CAT FOOD","DRY CAT FOOD (CAT CHOW/FRISKIE"
"9829",9829,369,1,7.08,4.79,-2.29,0,0,28,0,17296,35080480075,857074,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","PEPPERONI/SALAMI"
"9857",9857,370,0,0,0,0,0,0,28,0,2858,34642755614,1008316,"65+","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN"
"9885",9885,371,64,167.1,152.28,-14.82,0,0,28,0,6681,34762050609,840361,"35-44","A","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","EGGS","EGGS - LARGE"
"9913",9913,373,0,0,0,0,0,0,28,0,50887,35841580013,989101,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"9941",9941,374,0,0,0,0,0,0,28,0,7127,34762217970,825365,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","PEPPERONI/SALAMI"
"9969",9969,375,0,0,0,0,0,0,28,0,20948,35144310111,888014,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BOXED VEGETABLES - PLAIN"
"9997",9997,376,31,68.02,56.77,-11.25,0,1,28,1,2,34577813973,1033615,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU"
"10025",10025,377,22,55.38,51.31,-4.07,0,1,28,1,5931,34749262763,866871,"45-54","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","GRAPES","GRAPES BLACK/BLUE"
"10053",10053,378,13,58.52,51.66,-6.86,0,0,28,0,686,34641971240,1107553,"55-64","A","50-74K","Homeowner","Single Female","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"10081",10081,380,0,0,0,0,0,0,28,0,122,34641717680,847982,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","SALAD MIX","REGULAR GARDEN"
"10109",10109,381,12,22.99,20.88,-2.11,0,1,28,1,42589,35688627457,859075,"25-34","B","35-49K","Homeowner","1 Adult Kids","2","1","GROCERY","CHEESE","SHREDDED CHEESE"
"10137",10137,382,0,0,0,0,0,0,28,0,13864,34873043437,1069312,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VALUE ADDED FRUIT","INSTORE CUT FRUIT"
"10165",10165,383,0,0,0,0,0,0,28,0,4463,34664947205,849809,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","PASTRY","ROLLS","ROLLS: SANDWICH"
"10193",10193,384,0,0,0,0,0,0,28,0,16159,35000978101,981521,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BLEACH","LIQUID BLEACH"
"10221",10221,385,14,35.83,32.89,-2.94,0,0,28,0,46558,35726850833,839419,"25-34","A","50-74K","Homeowner","2 Adults Kids","5+","3+","MEAT-PCKGD","MEAT - MISC","BREAST - BONELESS(IQF)"
"10249",10249,386,31,68.87,58.9,-9.97,0,0,28,0,5944,34749263757,854900,"35-44","B","25-34K","Probable Owner","Single Female","1","None/Unknown","GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS"
"10277",10277,387,13,105.39,89.06,-15.33,-1,0,28,0,1642,34642306785,1007107,"25-34","B","50-74K","Homeowner","Single Female","1","None/Unknown","PASTRY","CAKES","CAKES: CHEESECAKE"
"10305",10305,388,30,61.75,49.41,-12.34,0,1,28,0,24436,35293542650,833151,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB"
"10333",10333,389,89,266.51,236.92,-28.59,-1,1,28,1,7237,34762233918,912146,"35-44","U","150-174K","Probable Owner","Single Female","1","None/Unknown","GROCERY","VEGETABLES - SHELF STABLE","KRAUT & CABBAGE"
"10361",10361,390,0,0,0,0,0,0,28,0,12307,34850801001,951590,"45-54","B","25-34K","Renter","Single Female","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"10389",10389,391,0,0,0,0,0,0,28,0,71635,40097822967,1137346,"65+","B","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB"
"10417",10417,392,30,125.6,115.17,-10.43,0,0,28,1,15292,35000601511,821209,"35-44","A","250K+","Homeowner","2 Adults Kids","3","1","GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS"
"10445",10445,393,22,57.45,47.32,-10.13,0,1,28,0,153,34641718864,838733,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WAREHOUSE SNACKS","CANISTER POTATO/TORT CHIPS"
"10473",10473,394,0,0,0,0,0,0,28,0,12303,34850800338,943076,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","BROWNIE MIX"
"10501",10501,395,6,16.01,12.84,-3.17,0,0,28,0,5847,34749216941,833723,"35-44","U","25-34K","Unknown","Single Male","1","None/Unknown","GROCERY","BAG SNACKS","SGL SV/VEND MACH SNACKS CHIP/P"
"10529",10529,396,2,5.97,4.98,-0.99,0,0,28,0,640,34641926356,856788,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/N"
"10557",10557,397,17,63.24,52.58,-10.66,0,0,28,1,83,34641708160,839075,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"10585",10585,398,0,0,0,0,0,0,28,0,4039,34664789004,9655679,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"10613",10613,399,0,0,0,0,0,0,28,0,36185,35597991212,822178,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HOT DOG BUNS"
"10641",10641,400,58,183.67,159.78,-20.89,-3,1,28,1,2874,34642768253,932741,"35-44","A","150-174K","Homeowner","2 Adults Kids","3","1","MEAT-PCKGD","BACON","BETTER FOR YOU"
"10669",10669,401,31,85.42,75.19,-10.23,0,1,28,1,13810,34873011350,891061,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HOUSEHOLD CLEANG NEEDS","TOILET BOWL AUTOMATIC"
"10697",10697,402,0,0,0,0,0,0,28,0,32602,35486097771,1029743,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"10725",10725,403,0,0,0,0,0,0,28,0,2982,34642832749,854852,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE"
"10753",10753,404,13,48.87,43.81,-5.06,0,0,28,0,1961,34642461542,945086,"25-34","A","25-34K","Unknown","Unknown","2","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"10781",10781,405,0,0,0,0,0,0,28,0,40606,35666097545,5584646,NA,NA,NA,NA,NA,NA,NA,"PASTRY","PIES","PIES: FRUIT/NUT"
"10809",10809,406,0,0,0,0,0,0,28,0,13359,34851216645,894968,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","MISCELLANEOUS MILK"
"10837",10837,407,0,0,0,0,0,0,28,0,4801,34665058491,1097001,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK MLT-PK BTL CARB (EXCP"
"10865",10865,408,2,14.02,13.52,-0.5,0,0,28,0,196,34641727988,907014,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX"
"10893",10893,409,45,143.27,113.67,-29.6,0,0,28,0,3541,34664675180,862349,"19-24","B","25-34K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"10921",10921,410,2,1.76,1.38,-0.38,0,0,28,0,7692,34762470856,969941,"55-64","A","35-49K","Homeowner","2 Adults Kids","5+","3+","MEAT-PCKGD","HOT DOGS","BETTER FOR YOU"
"10949",10949,411,49,79.09,72.7,-6.39,0,1,28,0,22791,35146038171,854852,"35-44","U","Under 15K","Unknown","2 Adults No Kids","2","None/Unknown","PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE"
"10977",10977,412,12,41.51,33.41,-8.1,0,0,28,0,2781,34642703237,849098,"65+","A","15-24K","Homeowner","Single Female","2","None/Unknown","GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"11005",11005,413,9,26.54,24.46,-2.08,0,1,28,0,2150,34642522938,836793,"45-54","U","100-124K","Unknown","Unknown","1","None/Unknown","GROCERY","SPICES & EXTRACTS","SPICES & SEASONINGS"
"11033",11033,414,22,50.15,42.95,-7.2,0,1,28,0,2764,34642696216,839419,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","BREAST - BONELESS(IQF)"
"11061",11061,415,0,0,0,0,0,0,28,0,100657,40342252272,864893,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"11089",11089,416,0,0,0,0,0,0,28,0,103903,40400051500,849466,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","PREMIUM BREAD"
"11117",11117,417,43,121.26,107.01,-14.25,0,1,28,0,13243,34851187122,835576,"45-54","A","35-49K","Unknown","Single Female","2","None/Unknown","GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES"
"11145",11145,418,0,0,0,0,0,0,28,0,4101,34664793332,826597,"35-44","U","35-49K","Unknown","2 Adults Kids","3","1","MEAT-PCKGD","HEAT/SERVE","ENTREES"
"11173",11173,419,0,0,0,0,0,0,28,0,12740,34850927918,12781498,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","SGL SV/VEND MACH SNACKS CHIP/P"
"11201",11201,420,5,14.34,14.14,-0.2,0,0,28,0,231279,41678965992,1029743,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"11229",11229,421,0,0,0,0,0,0,28,0,4628,34664991505,826816,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN BREAKFAST FOODS","WAFFLES/PANCAKES/FRENCH TOAST"
"11257",11257,422,0,0,0,0,0,0,28,0,12222,34850792765,834103,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"11285",11285,423,0,0,0,0,0,0,28,0,23929,35219050169,1011572,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DRY BN/VEG/POTATO/RICE","POTATOES: DRY"
"11313",11313,424,0,0,0,0,0,0,28,0,37174,35598456262,868588,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN POTATOES","FRZN BAKED/STUFFED/MASHED&SPEC"
"11341",11341,425,46,144.82,124.4,-20.42,0,1,28,0,2595,34642660349,822346,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","FRUIT SNACKS"
"11369",11369,426,13,42.17,36.02,-6.15,0,0,28,1,2040,34642489492,826249,"45-54","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"11397",11397,427,6,27.94,26.94,-1,0,0,28,0,84109,40222942272,947797,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS"
