"","household_key","DAY","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS"
"11476",432,91,8,20.05,17.05,-3,0,0
"11477",442,91,2,3.45,2.78,-0.67,0,0
"11478",445,91,3,4.99,4.53,-0.46,0,0
"11479",463,91,1,1.4,1.4,0,0,0
"11480",468,91,6,8.29,7.16,-1.13,0,0
"11481",487,91,3,31.48,25.67,-5.81,0,0
"11482",493,91,4,4.41,3.58,-0.83,0,0
"11483",495,91,23,179.7,134.62,-44.08,-1,0
"11484",503,91,44,138.28,119.92,-18.36,0,0
"11485",511,91,3,3.36,3,-0.36,0,0
"11486",523,91,17,71.99,58.69,-13.3,0,0
"11487",530,91,2,10.48,10.48,0,0,0
"11488",534,91,7,9.47,8.07,-1.4,0,0
"11489",565,91,1,3.66,3.66,0,0,0
"11490",568,91,44,132.12,117.3,-14.82,0,1
"11491",571,91,19,67.36,64.13,-3.23,0,0
"11492",588,91,61,167.06,145.85,-14.01,-7.2,1
"11493",602,91,7,16.01,15.43,-0.58,0,0
"11494",609,91,27,60.33,48.06,-12.27,0,1
"11495",612,91,31,86.44,74.81,-11.63,0,1
"11496",621,91,4,28.46,27.96,-0.5,0,0
"11497",627,91,25,101.38,96.44,-4.94,0,0
"11498",631,91,9,26.92,21.83,-5.09,0,0
"11499",638,91,11,39.72,32.13,-7.59,0,0
"11500",661,91,2,13.03,10.58,-2.45,0,0
"11501",667,91,5,17.18,12.95,-4.23,0,0
"11502",669,91,2,4,4,0,0,0
"11503",672,91,2,6.37,5.62,-0.75,0,0
"11504",676,91,34,140.84,114.73,-26.11,0,1
"11505",680,91,5,21.5,15.24,-6.26,0,0
"11506",684,91,1,4.49,4.49,0,0,0
"11507",687,91,68,236.47,208.08,-28.39,0,1
"11508",690,91,13,51.59,41.58,-10.01,0,0
"11509",693,91,16,71.26,57.7,-13.56,0,0
"11510",702,91,3,2.97,2.97,0,0,0
"11511",705,91,1,3.7,2.79,-0.91,0,0
"11512",714,91,23,56.41,48.84,-7.57,0,0
"11513",720,91,4,11.96,11.56,-0.4,0,0
"11514",726,91,11,23.46,20.28,-3.18,0,0
"11515",745,91,11,27.82,24.72,-3.1,0,0
"11516",750,91,13,26.32,23.17,-3.15,0,0
"11517",751,91,7,30.11,22.55,-7.56,0,0
"11518",753,91,3,11.74,9.37,-2.37,0,0
"11519",762,91,2,13.18,12.18,-1,0,0
"11520",768,91,24,68.18,55.35,-12.83,0,1
"11521",771,91,7,16.84,14.34,-2.5,0,0
"11522",777,91,2,1,1,0,0,0
"11523",781,91,26,79.92,64.69,-15.23,0,0
"11524",797,91,3,12.77,10.07,-2.7,0,0
"11525",799,91,17,45.95,38.25,-7.7,0,0
"11526",808,91,1,3.7,2.79,-0.91,0,0
"11527",816,91,8,14.26,11.67,-2.59,0,0
"11528",817,91,41,113.76,91.4,-22.36,0,1
"11529",842,91,22,88.46,67.12,-21.34,0,0
"11530",843,91,14,63.56,50.56,-13,0,0
"11531",844,91,18,104.93,90.1,-14.83,0,1
"11532",869,91,3,12.07,11.07,-1,0,0
"11533",883,91,21,86.18,73.3,-12.88,0,0
"11534",893,91,73,230.09,205.44,-24.65,0,0
"11535",900,91,1,2.74,2.49,-0.25,0,0
"11536",903,91,8,71.92,70.62,-1.3,0,0
"11537",908,91,8,85.39,54.5,-30.89,0,0
"11538",910,91,9,16.58,16.15,-0.43,0,1
"11539",914,91,1,1.47,1.29,-0.18,0,0
"11540",920,91,1,4.29,4.29,0,0,0
"11541",924,91,10,22.55,21.22,-1.33,0,0
"11542",928,91,8,19.8,19.36,-0.44,0,0
"11543",930,91,7,13.59,12.83,-0.76,0,0
"11544",932,91,10,24.66,23.3,-1.36,0,0
"11545",946,91,4,19.73,14.56,-5.17,0,0
"11546",955,91,1,1.45,1.39,-0.06,0,0
"11547",956,91,2,7.07,6.78,-0.29,0,0
"11548",959,91,21,90.55,70.31,-19.19,-1.05,0
"11549",961,91,20,56.49,52.66,-3.83,0,0
"11550",964,91,6,19.24,13.94,-5.3,0,0
"11551",971,91,10,29.24,25.63,-3.61,0,0
"11552",994,91,30,91.3,77.49,-13.81,0,0
"11553",996,91,1,0.62,0.62,0,0,0
"11554",8,92,6,8.01,7.01,-1,0,1
"11555",13,92,5,11.03,9.36,-1.67,0,0
"11556",17,92,19,89.97,84.45,-5.52,0,0
"11557",19,92,261,816.79,681.65,-134.14,-1,1
"11558",22,92,19,73.33,66.84,-4.99,-1.5,0
"11559",23,92,2,18.98,18.98,0,0,0
"11560",27,92,10,12.43,12.19,-0.24,0,0
"11561",46,92,11,45,40.19,-4.81,0,0
"11562",52,92,12,44.1,41.27,-2.83,0,0
"11563",53,92,5,15.07,14.02,-1.05,0,0
"11564",56,92,30,81.42,71.64,-9.78,0,0
"11565",58,92,1,16.99,16.99,0,0,0
"11566",64,92,25,56.4,48.71,-7.69,0,0
"11567",65,92,10,29.18,22.31,-6.87,0,1
"11568",67,92,10,31.36,27.08,-2.38,-1.9,0
"11569",68,92,3,4.13,3.67,-0.46,0,0
"11570",87,92,12,43.46,40.58,-2.88,0,0
"11571",88,92,77,185.74,154.04,-28.65,-3.05,0
"11572",95,92,48,156.69,127.44,-29.25,0,1
"11573",98,92,5,23.82,20.05,-3.77,0,0
"11574",131,92,5,17.4,14.28,-3.12,0,0
"11575",152,92,60,183.36,136.65,-46.71,0,2
"11576",159,92,14,43.42,36.1,-7.32,0,1
"11577",161,92,9,19.82,19.01,-0.81,0,0
"11578",164,92,12,20.49,16.58,-3.91,0,0
"11579",178,92,2,12.96,9.98,-2.98,0,0
"11580",181,92,3,13.86,12.87,-0.99,0,0
"11581",184,92,18,72.78,59.9,-12.88,0,0
"11582",198,92,10,43.39,37.49,-5.9,0,0
"11583",199,92,18,119.87,82.98,-36.89,0,0
"11584",200,92,5,25.83,22.55,-3.28,0,0
"11585",209,92,4,13.03,9.16,-3.87,0,0
"11586",210,92,23,67.62,59.73,-7.89,0,0
"11587",212,92,16,41.42,37.4,-4.02,0,0
"11588",214,92,23,65.45,56.69,-8.76,0,1
"11589",222,92,6,12.67,11.88,-0.79,0,1
"11590",227,92,5,33.02,21.95,-11.07,0,0
"11591",228,92,8,36.81,28.71,-8.1,0,0
"11592",233,92,7,8.44,7.58,-0.86,0,0
"11593",243,92,8,32.03,25.96,-6.07,0,0
"11594",249,92,39,83.16,69.51,-13.65,0,1
"11595",253,92,41,48.72,41.45,-7.27,0,0
"11596",256,92,60,186.59,173.94,-11.15,-1.5,1
"11597",257,92,61,242.93,203.58,-39.35,0,1
"11598",275,92,7,34.52,27.01,-7.51,0,0
"11599",289,92,22,79.36,71.58,-7.78,0,0
"11600",297,92,2,2.94,2.58,-0.36,0,0
"11601",300,92,30,88.07,74.5,-13.57,0,1
"11602",306,92,28,127.66,96,-30.66,-1,1
"11603",307,92,4,14.15,11.45,-2.7,0,0
"11604",316,92,12,32.28,28.27,-4.01,0,0
"11605",331,92,26,81.04,69.83,-11.21,0,1
"11606",345,92,68,227.16,177.78,-45.93,-3.45,1
"11607",346,92,34,79.37,72.19,-7.18,0,1
"11608",348,92,39,68.77,59.29,-9.48,0,0
"11609",353,92,16,64.66,62.96,-1.7,0,1
"11610",356,92,4,7.53,7.17,-0.36,0,0
"11611",364,92,20,53.87,45.45,-8.42,0,0
"11612",374,92,7,11.18,10.64,-0.54,0,0
"11613",386,92,24,59.11,43.49,-15.62,0,0
"11614",390,92,8,23.09,18.01,-5.08,0,0
"11615",391,92,2,4.98,4.98,0,0,0
"11616",392,92,27,115.47,103.94,-11.53,0,0
"11617",393,92,63,138.57,118.12,-20.45,0,1
"11618",397,92,7,23.71,20.44,-2.27,-1,1
"11619",400,92,17,51.18,47.23,-3.95,0,0
"11620",405,92,6,26.28,26.04,-0.24,0,0
"11621",410,92,6,25.54,21.39,-4.15,0,0
"11622",412,92,16,45.33,36.38,-8.95,0,0
"11623",413,92,2,4.11,4.11,0,0,0
"11624",414,92,11,28.03,24.3,-3.73,0,0
"11625",418,92,64,178.98,158.23,-20,-0.75,0
"11626",425,92,51,146.14,123.06,-23.08,0,1
"11627",426,92,6,20.62,19.94,-0.68,0,0
"11628",428,92,58,116.94,100.01,-16.93,0,1
"11629",432,92,5,12.07,10.85,-1.22,0,0
"11630",441,92,14,39.42,35.74,-3.68,0,0
"11631",442,92,8,18.7,16.2,-2.5,0,0
"11632",460,92,7,19.8,15.69,-4.11,0,0
"11633",463,92,10,18.14,16.85,-1.29,0,0
"11634",468,92,58,151.72,128.66,-23.06,0,0
"11635",472,92,4,6.44,4.76,-1.68,0,0
"11636",477,92,4,7.86,5.96,-1.9,0,0
"11637",483,92,6,31.54,24.04,-7.5,0,0
"11638",491,92,17,45.2,39.9,-5.3,0,0
"11639",492,92,23,59.62,48.22,-8.4,-3,0
"11640",498,92,3,4.24,4.12,-0.12,0,0
"11641",505,92,7,18.3,14.63,-3.67,0,0
"11642",510,92,6,11.97,10.57,-1.4,0,0
"11643",511,92,6,12.39,10.57,-1.82,0,0
"11644",517,92,28,111.05,93.62,-17.43,0,1
"11645",518,92,14,80.69,65.45,-15.24,0,0
"11646",526,92,7,45.01,42.63,-2.38,0,0
"11647",534,92,1,1.79,1.39,-0.4,0,0
"11648",539,92,12,20.4,15.48,-4.92,0,0
"11649",543,92,30,63.23,59.3,-3.93,0,0
"11650",545,92,21,50.22,46.28,-3.94,0,0
"11651",552,92,114,265.4,220.69,-44.71,0,1
"11652",578,92,5,19.51,18.52,-0.99,0,0
"11653",586,92,9,16.15,14.91,-1.24,0,0
"11654",598,92,11,31.63,30.59,-1.04,0,0
"11655",604,92,13,41.83,37.63,-4.2,0,0
"11656",608,92,10,12.47,9.99,-2.48,0,0
"11657",611,92,3,11.55,10.17,-1.38,0,0
"11658",621,92,9,24.96,22.29,-2.67,0,0
"11659",624,92,60,131.62,109.23,-22.39,0,0
"11660",630,92,36,176.2,136.91,-35.49,-3.8,0
"11661",631,92,4,8.25,7.54,-0.71,0,0
"11662",636,92,10,19.2,18.12,-1.08,0,0
"11663",647,92,13,34.8,29.92,-4.88,0,0
"11664",648,92,1,1.99,1.99,0,0,0
"11665",660,92,6,39.22,34.94,-4.28,0,0
"11666",661,92,2,10.38,9.38,-1,0,0
"11667",670,92,7,25.59,21.11,-4.48,0,1
"11668",674,92,103,310.64,262.38,-48.26,0,1
"11669",685,92,6,22.63,20.75,-1.88,0,0
"11670",692,92,11,35.18,31.13,-3.05,-1,0
"11671",699,92,44,149.71,123.78,-25.93,0,0
"11672",701,92,6,23.82,21.64,-2.18,0,0
"11673",702,92,34,95.34,81.24,-14.1,0,1
"11674",707,92,3,14.17,12.67,-1.5,0,0
"11675",710,92,28,53.27,50.99,-2.28,0,0
"11676",714,92,28,78.31,67.76,-8.55,-2,0
"11677",715,92,18,43.1,36.2,-6.9,0,0
"11678",723,92,20,68.57,60.01,-8.56,0,1
"11679",730,92,2,16.07,15.28,-0.79,0,0
"11680",747,92,6,22.44,16.99,-5.45,0,0
"11681",762,92,2,4.67,4.18,-0.49,0,0
"11682",766,92,4,17.05,14.76,-2.29,0,0
"11683",771,92,3,14.98,12.73,-2.25,0,0
"11684",776,92,14,29.66,26.86,-2.8,0,0
"11685",778,92,4,8.56,6.16,-2.4,0,0
"11686",793,92,9,39.58,39.08,-0.5,0,1
"11687",800,92,11,26.24,23.13,-3.11,0,0
"11688",804,92,10,17.5,15.26,-2.24,0,0
"11689",805,92,28,69.34,59.45,-9.89,0,1
"11690",807,92,21,44.33,37.33,-7,0,0
"11691",812,92,5,31.07,24.15,-6.92,0,0
"11692",815,92,80,224.23,185.86,-38.37,0,0
"11693",816,92,1,1.49,1.19,-0.3,0,0
"11694",825,92,50,170.9,148.92,-19.98,-2,0
"11695",840,92,7,36.03,34.69,-1.34,0,0
"11696",852,92,15,38.55,34.16,-4.39,0,0
"11697",856,92,17,90.33,73.9,-16.43,0,0
"11698",867,92,3,12.12,11.18,-0.94,0,0
"11699",868,92,47,146.21,129.6,-16.61,0,0
"11700",891,92,32,128.77,109.41,-19.36,0,1
"11701",896,92,32,114.8,96.4,-18.4,0,1
"11702",898,92,10,32.01,29.11,-2.9,0,0
"11703",901,92,46,185.58,134.35,-51.23,0,0
"11704",909,92,68,177.68,152.23,-24.7,-0.75,0
"11705",910,92,12,20.09,17.44,-2.65,0,0
"11706",916,92,12,20.09,18.06,-2.03,0,0
"11707",919,92,4,11.02,10.14,-0.88,0,0
"11708",920,92,51,146.15,123.6,-22.55,0,1
"11709",929,92,13,32.2,25.74,-5.46,-1,0
"11710",935,92,39,118.74,101.08,-17.66,0,0
"11711",936,92,17,40.86,32.18,-6.68,-2,0
"11712",939,92,1,3.7,2.79,-0.91,0,0
"11713",942,92,8,13.26,13.06,-0.2,0,0
"11714",946,92,2,1.78,1.78,0,0,0
"11715",947,92,2,8.36,6.81,-1.55,0,0
"11716",962,92,18,119.92,86.07,-33.85,0,0
"11717",964,92,7,21.99,20.79,-1.2,0,1
"11718",968,92,74,224.98,188.22,-36.76,0,1
"11719",970,92,27,126.74,105.76,-20.98,0,0
"11720",975,92,1,5.19,4.69,-0.5,0,0
"11721",981,92,20,85.28,78.66,-6.62,0,0
"11722",985,92,5,19.54,15.9,-3.64,0,0
"11723",989,92,10,42.6,35.89,-6.71,0,0
"11724",992,92,1,2.19,1.99,-0.2,0,0
"11725",993,92,4,4.47,4.08,-0.39,0,0
"11726",6,93,7,19.94,16.23,-3.71,0,0
"11727",13,93,4,23.2,16.36,-6.84,0,0
"11728",19,93,21,36.74,33.83,-2.91,0,0
"11729",27,93,6,11.4,11.16,-0.24,0,0
"11730",32,93,30,81.05,75.09,-5.96,0,0
"11731",36,93,56,171.52,143.16,-28.36,0,0
"11732",40,93,6,10.59,9.87,-0.72,0,1
"11733",58,93,1,2.49,2.49,0,0,0
"11734",64,93,8,11.92,10.32,-1.6,0,0
"11735",69,93,37,136.85,117.46,-19.39,0,1
"11736",83,93,1,6.19,5.49,-0.7,0,0
"11737",85,93,12,23.21,20.85,-2.36,0,0
"11738",95,93,2,20.67,15.58,-5.09,0,0
"11739",98,93,11,8.53,7.96,-0.57,0,0
"11740",113,93,2,12.97,10.98,-1.99,0,0
"11741",123,93,12,44.56,34.13,-10.43,0,0
"11742",156,93,2,3.16,2.58,-0.58,0,0
"11743",159,93,27,61.78,53.3,-8.48,0,0
"11744",162,93,24,66.47,56.84,-9.63,0,1
"11745",168,93,4,18.25,17.06,-1.19,0,0
"11746",182,93,32,84.3,70.27,-14.03,0,1
"11747",185,93,2,16.6,11.18,-5.42,0,0
"11748",188,93,3,2.18,2.18,0,0,0
"11749",192,93,6,26.03,21.02,-5.01,0,0
"11750",196,93,13,33.39,28.26,-5.13,0,1
"11751",218,93,9,31.6,29.21,-2.39,0,0
"11752",219,93,18,52.36,48.52,-3.84,0,1
"11753",227,93,8,26.37,19.52,-6.85,0,0
"11754",235,93,17,73.26,72.66,-0.6,0,0
"11755",250,93,42,152.57,137.11,-15.46,0,1
"11756",275,93,10,32.73,28.1,-4.63,0,0
"11757",283,93,18,68.11,57.7,-10.41,0,0
"11758",291,93,37,97.19,80.13,-17.06,0,0
"11759",293,93,20,39.32,34.03,-5.29,0,0
"11760",303,93,4,19.92,15.96,-3.96,0,0
"11761",304,93,57,153.05,132.6,-20.45,0,1
"11762",307,93,2,4.18,4.18,0,0,0
"11763",325,93,20,64.56,50.03,-13.78,-0.75,0
"11764",330,93,5,15.02,12.26,-2.76,0,0
"11765",334,93,10,27.37,24.58,-2.79,0,0
"11766",336,93,26,57.67,51.42,-6.25,0,0
"11767",339,93,2,7.8,5.78,-2.02,0,0
"11768",340,93,3,2.79,2.79,0,0,0
"11769",348,93,14,66.31,51.31,-15,0,0
"11770",351,93,7,11.11,10.54,-0.57,0,0
"11771",353,93,1,5.48,3.99,-1.49,0,0
"11772",358,93,5,19.25,18.05,-1.2,0,0
"11773",360,93,3,17.95,15.97,-1.98,0,0
"11774",371,93,44,160.05,138.89,-21.16,0,0
"11775",378,93,8,10.68,9.08,-1.1,-0.5,1
"11776",387,93,14,45.18,43.89,-1.29,0,0
"11777",397,93,15,44.29,36.87,-7.42,0,0
"11778",410,93,2,18.3,13.22,-5.08,0,0
"11779",411,93,8,28.66,24.12,-4.54,0,0
"11780",414,93,13,55.13,43.62,-11.51,0,0
"11781",430,93,22,69.32,59.13,-10.19,0,0
"11782",438,93,45,144.56,111.9,-30.66,-2,1
"11783",454,93,4,8.8,7.28,-1.52,0,0
"11784",463,93,5,12.52,11.53,-0.99,0,0
"11785",469,93,27,70.55,59.32,-7.23,-4,0
"11786",475,93,5,10.12,8.75,-1.37,0,0
"11787",506,93,23,67,56.78,-10.22,0,0
"11788",510,93,8,28.89,24.59,-4.3,0,0
"11789",513,93,6,22.16,18.79,-3.37,0,0
"11790",515,93,38,50.55,44.57,-5.98,0,0
"11791",520,93,41,130.75,103.85,-25.9,-1,1
"11792",523,93,9,28.31,24.73,-3.58,0,0
"11793",526,93,5,11.56,11.27,-0.29,0,0
"11794",533,93,21,57.37,50.14,-7.23,0,0
"11795",534,93,2,2.57,2.38,-0.19,0,0
"11796",536,93,1,4.49,2.99,-1.5,0,0
"11797",542,93,6,12.66,11.49,-1.17,0,1
"11798",548,93,18,51.74,42.61,-9.13,0,1
"11799",560,93,7,30.05,29.66,-0.39,0,0
"11800",562,93,2,6.59,5.98,-0.61,0,0
"11801",564,93,26,83.69,69.97,-13.72,0,0
"11802",574,93,24,93.55,73.35,-17.5,-2.7,0
"11803",575,93,21,41.04,36.05,-4.99,0,0
"11804",576,93,25,57.01,49.9,-7.11,0,0
"11805",591,93,6,20.52,17.74,-2.78,0,0
"11806",596,93,13,65.47,59.12,-6.35,0,0
"11807",598,93,16,76.68,67.79,-8.89,0,0
"11808",605,93,38,102.04,87.34,-12.6,-2.1,1
"11809",608,93,11,13.88,12.32,-1.56,0,0
"11810",618,93,27,69.3,58.8,-10.5,0,0
"11811",622,93,2,5.09,4.08,-1.01,0,0
"11812",637,93,6,13.25,11.44,-1.81,0,0
"11813",639,93,5,9.85,8.66,-1.19,0,0
"11814",654,93,10,39.67,32.43,-7.24,0,0
"11815",660,93,8,69.62,45.88,-23.74,0,0
"11816",661,93,2,19.18,15.91,-3.27,0,0
"11817",666,93,6,12.01,10.64,-1.37,0,0
"11818",671,93,8,22.45,17.27,-5.18,0,0
"11819",674,93,65,161.29,137.81,-23.48,0,0
"11820",676,93,37,87.55,76.12,-11.43,0,0
"11821",684,93,1,3.44,2.66,-0.78,0,0
"11822",695,93,62,164.6,143.88,-20.72,0,0
"11823",702,93,9,41,32.84,-8.16,0,1
"11824",703,93,32,134.32,117.21,-17.11,0,0
"11825",707,93,20,55.82,47.92,-7.9,0,1
"11826",710,93,4,7.22,7.1,-0.12,0,1
"11827",715,93,7,44.57,31.91,-12.66,0,1
"11828",718,93,47,117.3,101.43,-14.28,-1.59,1
"11829",722,93,32,86.31,72.91,-13.4,0,0
"11830",733,93,30,31.98,29.01,-2.97,0,0
"11831",748,93,7,29.71,26.21,-3.5,0,0
"11832",751,93,9,43.9,38.96,-4.94,0,0
"11833",761,93,4,14.8,11.16,-3.64,0,0
"11834",763,93,4,9.09,8.56,-0.53,0,0
"11835",771,93,22,40.53,34.72,-5.81,0,0
"11836",777,93,22,93.88,83.39,-10.49,0,0
"11837",784,93,9,26.12,25.32,-0.8,0,0
"11838",786,93,21,86.37,76.95,-9.42,0,0
"11839",789,93,5,11.16,10.19,-0.97,0,0
"11840",800,93,8,31.96,26.68,-5.28,0,0
"11841",807,93,1,1.78,1.39,-0.39,0,0
"11842",808,93,26,104.15,88.5,-15.65,0,0
"11843",809,93,4,8.55,7.77,-0.78,0,0
"11844",810,93,13,23.22,23.22,0,0,0
"11845",818,93,9,26.48,20.77,-5.71,0,0
"11846",820,93,6,18.37,16.52,-1.85,0,1
"11847",829,93,52,119.09,96.62,-22.47,0,0
"11848",831,93,31,136.86,111.9,-23.96,-1,0
"11849",840,93,5,17.75,15.83,-1.92,0,0
"11850",841,93,8,40.58,34.02,-6.56,0,0
"11851",853,93,19,66.36,64.54,-1.82,0,0
"11852",856,93,8,96.97,68.22,-28.75,0,0
"11853",859,93,23,97.38,81.54,-15.84,0,0
"11854",864,93,13,51.93,48.05,-3.88,0,0
"11855",867,93,5,11.46,10.15,-1.31,0,0
"11856",869,93,8,26.42,20.76,-5.66,0,1
"11857",873,93,12,19.33,18.61,-0.72,0,0
"11858",883,93,3,18.46,18.27,-0.19,0,0
"11859",897,93,10,18.71,16.69,-2.02,0,0
"11860",900,93,15,47.64,42.01,-5.63,0,0
"11861",906,93,9,23.84,21.41,-2.43,0,0
"11862",911,93,29,86.26,76.4,-8.61,-1.25,0
"11863",915,93,5,9.61,9.12,-0.49,0,0
"11864",934,93,5,18.95,17.25,-1.7,0,0
"11865",936,93,21,71.63,61.06,-9.07,-1.5,0
"11866",945,93,27,61.02,54.9,-6.12,0,0
"11867",949,93,21,46.42,43.2,-3.22,0,1
"11868",953,93,8,48.31,37.6,-10.71,0,0
"11869",982,93,9,32.64,27.69,-4.95,0,0
"11870",996,93,2,6.96,5.98,-0.98,0,0
"11871",998,93,54,251.49,192,-56.94,-2.55,0
"11872",1000,93,17,41.65,37.66,-3.99,0,0
"11873",19,94,1,1.49,1.49,0,0,0
"11874",23,94,10,25.25,23.22,-2.03,0,0
"11875",27,94,6,9.1,8.46,-0.64,0,0
"11876",36,94,1,1.99,1.99,0,0,0
"11877",52,94,79,161.01,148.51,-12.5,0,0
"11878",65,94,1,1.29,1.29,0,0,0
"11879",67,94,5,36,30.18,-5.82,0,0
"11880",68,94,3,4.16,3.58,-0.58,0,0
"11881",69,94,18,31.54,26.4,-5.14,0,0
"11882",77,94,54,151.01,133.01,-18,0,0
"11883",98,94,12,11.06,11.06,0,0,0
"11884",101,94,56,326.25,263.47,-62.78,0,0
"11885",110,94,34,76.28,68.01,-8.27,0,0
"11886",116,94,8,21.26,15.32,-5.94,0,0
"11887",119,94,15,110.58,107.29,-3.29,0,0
"11888",123,94,2,12.19,10.28,-1.91,0,0
"11889",125,94,2,2.94,2.58,-0.36,0,0
"11890",138,94,46,138.73,127.38,-11.35,0,0
"11891",161,94,25,70.7,63.88,-6.82,0,0
"11892",165,94,11,35.62,26.71,-8.51,-0.4,1
"11893",178,94,7,38.01,29.12,-8.14,-0.75,0
"11894",189,94,3,11.38,11.38,0,0,0
"11895",209,94,5,14.27,12.42,-1.85,0,0
"11896",223,94,7,33.38,31.37,-2.01,0,0
"11897",235,94,29,67.96,64.49,-3.47,0,0
"11898",239,94,44,65.52,53.04,-11.88,-0.6,1
"11899",249,94,37,79.53,68.15,-11.38,0,0
"11900",263,94,7,22.97,21.08,-1.89,0,0
"11901",273,94,2,9.67,9.58,-0.09,0,0
"11902",280,94,8,28.45,20.98,-7.47,0,0
"11903",288,94,10,29.92,25.6,-4.32,0,1
"11904",290,94,18,10.47,9.14,-1.33,0,0
"11905",305,94,42,114.54,94.8,-15.24,-4.5,1
"11906",309,94,28,75.67,66.42,-9.25,0,0
"11907",329,94,20,51.31,48.15,-3.16,0,0
"11908",334,94,7,20.31,15.33,-4.98,0,0
"11909",358,94,2,14.18,13.68,-0.5,0,0
"11910",361,94,27,63.17,53.93,-9.24,0,0
"11911",396,94,12,29.2,23.84,-5.36,0,0
"11912",397,94,4,9.47,8.44,-1.03,0,0
"11913",400,94,13,19.68,17.24,-2.44,0,0
"11914",404,94,2,11.28,10.78,-0.5,0,0
"11915",409,94,3,34.32,27.22,-7.1,0,0
"11916",411,94,85,279.14,250.28,-28.86,0,1
"11917",415,94,27,38.69,36.23,-2.46,0,0
"11918",431,94,5,14.3,11.15,-3.15,0,0
"11919",434,94,24,50.98,40.51,-10.47,0,1
"11920",442,94,1,1.47,1.29,-0.18,0,0
"11921",451,94,3,10.07,9.87,-0.2,0,0
"11922",454,94,48,44.19,37.43,-6.76,0,0
"11923",463,94,1,8.79,6.99,-1.8,0,0
"11924",468,94,2,2.31,2.09,-0.22,0,0
"11925",489,94,8,8.91,8.56,-0.35,0,2
"11926",493,94,2,3.97,3.78,-0.19,0,0
"11927",498,94,6,11.26,9.97,-1.29,0,0
"11928",510,94,16,42.79,35.29,-4.81,-2.69,0
"11929",517,94,1,1.18,1.18,0,0,0
"11930",523,94,33,169.86,132.16,-34.7,-3,0
"11931",526,94,14,13.31,11.94,-1.37,0,0
"11932",534,94,6,6.51,5.48,-1.03,0,0
"11933",536,94,2,3.83,3.16,-0.67,0,0
"11934",539,94,4,10.18,8.58,-1.6,0,0
"11935",540,94,18,69.68,64.3,-5.38,0,1
"11936",541,94,3,13.56,9.78,-3.78,0,0
"11937",548,94,1,7.45,7.45,0,0,0
"11938",553,94,7,21.84,18.41,-3.43,0,0
"11939",562,94,9,29.3,23.98,-5.32,0,0
"11940",567,94,3,13.05,9.27,-3.78,0,0
"11941",578,94,4,25.45,20.16,-5.29,0,0
"11942",580,94,8,13.16,10.82,-2.34,0,1
"11943",582,94,18,32.22,27.55,-4.67,0,0
"11944",595,94,4,17.96,15.03,-2.93,0,0
"11945",597,94,48,161.36,146.83,-14.53,0,0
"11946",607,94,1,1.58,1.29,-0.29,0,0
"11947",618,94,23,53.6,46.6,-7,0,0
"11948",623,94,6,16.24,14.86,-1.38,0,0
"11949",624,94,2,7.58,7.58,0,0,0
"11950",628,94,50,190.16,167.36,-22.8,0,0
"11951",633,94,6,27.23,25.7,-1.53,0,0
"11952",638,94,28,86.29,75.15,-11.14,0,1
"11953",641,94,39,101.48,88.63,-12.85,0,0
"11954",643,94,18,51.39,39.52,-11.87,0,0
"11955",644,94,2,11.98,11.98,0,0,0
"11956",654,94,55,164.46,141.97,-22.49,0,0
"11957",660,94,6,25.94,23.44,-2.5,0,0
"11958",661,94,1,1.2,1.05,-0.15,0,0
"11959",664,94,8,19.55,18.66,-0.89,0,0
"11960",672,94,4,6.02,5.02,-1,0,0
"11961",680,94,1,10.99,8.99,-1,-1,0
"11962",685,94,13,36.29,27.27,-9.02,0,1
"11963",690,94,9,29.81,28.44,-1.37,0,0
"11964",712,94,1,4.99,4.99,0,0,0
"11965",728,94,2,9.66,9.42,-0.24,0,0
"11966",730,94,3,10.75,9.37,-1.38,0,0
"11967",731,94,16,49.22,40.7,-8.52,0,0
"11968",735,94,8,3.2,3.2,0,0,0
"11969",742,94,8,5.54,5.18,-0.36,0,0
"11970",744,94,9,30.41,22.81,-4.6,-3,0
"11971",751,94,7,20.17,15.56,-4.61,0,0
"11972",757,94,17,63.1,54.03,-9.07,0,0
"11973",768,94,5,19.24,15.94,-3.3,0,0
"11974",787,94,4,8.13,7.48,-0.65,0,0
"11975",800,94,1,1.12,1.12,0,0,0
"11976",802,94,31,117.9,99.82,-18.08,0,1
"11977",804,94,3,4.47,4.07,-0.4,0,0
"11978",840,94,26,87.66,77.59,-10.07,0,0
"11979",846,94,6,12.26,10.24,-2.02,0,1
"11980",848,94,50,152.17,132.56,-19.61,0,0
"11981",853,94,2,13.37,13.18,-0.19,0,0
"11982",869,94,3,8.89,8.07,-0.82,0,0
"11983",882,94,10,25.6,20.24,-5.36,0,0
"11984",883,94,9,40.45,36.56,-3.89,0,0
"11985",895,94,19,56.47,50.82,-5.65,0,0
"11986",900,94,4,9.02,7.98,-1.04,0,0
"11987",914,94,33,144.35,135.14,-9.21,0,0
"11988",919,94,4,4.24,4,-0.24,0,0
"11989",922,94,2,6.88,6.88,0,0,0
"11990",926,94,11,27.88,25.36,-2.52,0,1
"11991",930,94,4,41.56,32.76,-8.8,0,0
"11992",936,94,5,18.01,13.65,-4.36,0,0
"11993",938,94,10,35.06,29.36,-5.7,0,1
